Exercise_A,Exercise_B,Similarity_avg,Similarity_raw,Difficulty_avg,Difficulty_raw,Prerequisite_avg,Prerequisite_raw
addition_1,percentage_word_problems_1,1.846153846,1_1_1_1_2_4_2_1_2_3_3_1_2,8.307692308,9_9_9_9_9_7_9_6_9_8_7_8_9,1.538461538,1_1_1_1_1_3_1_3_1_3_2_1_1
arithmetic_word_problems,arithmetic_word_problems_1,4.545454545,2_6_4_4_7_1_6_6_5_5_4,2.636363636,1_6_1_1_2_1_1_6_3_4_3,5.181818182,8_7_4_2_7_1_5_8_6_6_3
arithmetic_word_problems,arithmetic_word_problems_2,7.181818182,4_6_9_8_9_8_7_7_6_7_8,3.545454545,2_3_2_6_5_2_2_5_5_4_3,7.272727273,7_7_7_3_9_8_8_8_7_8_8
arithmetic_word_problems,division_1,6.636363636,7_4_6_7_6_8_9_8_8_5_5,1.636363636,1_3_1_3_1_1_1_1_3_2_1,5.363636364,8_5_5_8_3_2_8_7_7_5_1
division_0.5,measuring_segments,1.777777778,3_4_1_1_1_1_1_1_3,2.888888889,1_3_2_5_1_3_1_4_6,3,3_7_1_1_8_1_1_1_4
division_0.5,multiplication_0.5,6.111111111,8_7_8_3_2_5_8_6_8,3.111111111,3_1_1_5_1_5_3_5_4,7.444444444,6_9_7_7_8_5_8_9_8
division_0.5,multiplication_1.5,5.222222222,5_6_7_3_2_4_7_6_7,3.888888889,1_3_3_6_2_6_2_6_6,6.111111111,6_7_9_6_9_1_5_8_4
division_0.5,multiplication_1,5,6_6_7_2_1_5_7_5_6,3.444444444,5_3_2_5_1_5_3_5_2,6.888888889,6_7_9_6_8_5_7_7_7
division_0.5,perimeter_1,1.333333333,1_4_1_1_1_1_1_1_1,3,1_2_2_6_1_6_1_6_2,2.777777778,1_8_1_1_8_1_1_1_3
division_0.5,division_1,8.555555556,9_9_9_9_9_9_6_9_8,5,5_5_5_5_5_5_5_5_5,7.666666667,9_6_7_9_9_9_6_9_5
division_0.5,division_0.9,9,9_9_9_9_9_9_9_9_9,4.888888889,5_4_5_5_5_5_5_5_5,8,7_8_8_9_8_9_9_9_5
metric_weight_unit_word_problem,metric_weight_unit_selection,6.777777778,6_6_7_7_7_7_8_6_7,2.777777778,5_8_2_2_1_4_1_1_1,6.333333333,6_1_5_6_9_8_8_6_8
metric_weight_unit_word_problem,vertical_angles,1.111111111,1_1_1_1_1_1_1_2_1,2.444444444,5_1_1_4_1_4_1_3_2,1.333333333,2_1_1_1_1_2_1_1_2
metric_weight_unit_word_problem,rounding_numbers,1.666666667,1_1_1_1_1_2_1_4_3,1.888888889,1_2_1_2_1_3_1_3_3,1.777777778,2_1_1_1_1_3_1_4_2
metric_weight_unit_word_problem,writing_expressions_1,2.666666667,2_1_1_1_3_7_1_7_1,4,2_2_4_7_1_4_4_4_8,2.222222222,3_1_1_1_1_4_1_6_2
metric_weight_unit_word_problem,metric_area_unit_comparison,5.444444444,3_8_1_2_8_8_4_6_9,4.444444444,5_1_6_7_5_5_2_4_5,4.111111111,1_8_1_1_3_7_5_6_5
metric_weight_unit_word_problem,metric_weight_unit_conversion,7.111111111,4_8_7_7_8_7_8_7_8,3.333333333,3_1_2_6_2_3_5_4_4,7.444444444,6_8_6_7_8_8_9_7_8
perimeter_of_combined_shapes,perimeter_1,7.7,7_9_7_9_8_7_6_9_7_8,3.7,1_5_4_4_1_2_7_5_5_3,7.3,6_9_6_9_9_8_7_6_7_6
perimeter_of_combined_shapes,perimeter_deduction,7,6_8_7_7_8_8_4_8_7_7,4.5,3_5_5_7_4_3_4_5_5_4,7.3,6_9_6_8_7_7_6_7_8_9
perimeter_of_combined_shapes,number_properties_terminology_1,2.3,1_1_1_1_1_7_2_6_1_2,4.5,7_4_7_5_2_5_2_4_5_4,3.4,1_1_3_1_4_4_8_8_1_3
perimeter_of_combined_shapes,order_of_operations,2.6,1_2_2_3_1_6_2_2_2_5,6.2,8_6_5_6_9_5_7_4_5_7,2.6,1_1_2_2_1_6_3_6_2_2
perimeter_of_combined_shapes,arithmetic_reasoning,4,1_1_5_1_8_6_2_8_3_5,6.3,9_9_5_8_9_4_6_5_3_5,3,1_1_4_1_1_7_3_7_2_3
new_definitions_1,functions_2,4.6,6_4_5_3_7_3_4_6_2_6,4.9,3_4_6_8_5_6_2_8_3_4,3.9,7_4_3_3_7_2_5_2_3_3
new_definitions_1,linear_equations_2,6.1,8_6_6_7_7_6_4_3_7_7,2.7,2_3_4_3_3_2_1_2_4_3,5.6,8_7_3_8_6_2_6_1_8_7
new_definitions_1,linear_equations_3,5.9,8_6_6_8_7_3_3_4_7_7,3.7,3_4_4_5_5_3_2_4_5_2,4.6,8_7_3_5_2_2_5_1_7_6
new_definitions_1,absolute_value_equations,4.4,7_6_4_5_4_1_4_1_6_6,5.7,4_5_8_6_5_6_4_9_7_3,4,4_6_2_5_4_3_4_1_6_5
new_definitions_1,new_definitions_2,8.1,8_7_9_8_7_9_8_8_9_8,6.2,7_5_5_8_5_6_6_9_5_6,3.9,2_5_5_2_2_8_2_2_7_4
volume_container_hight,volume_box_cover,6.888888889,7_5_8_6_7_8_6_7_8,5.666666667,5_9_5_5_8_7_4_3_5,6.111111111,5_3_8_4_5_8_6_7_9
volume_container_hight,volume_box,6.222222222,4_6_8_6_7_8_3_6_8,4.888888889,6_9_5_4_4_3_6_2_5,6.555555556,4_3_8_6_8_7_6_8_9
volume_container_hight,area_of_squares_and_rectangles,5.555555556,7_6_3_7_6_7_4_6_4,1.777777778,2_1_1_2_1_1_6_1_1,5.777777778,8_5_1_7_4_9_9_8_1
volume_container_hight,multiplying_fractions_0.5,1.888888889,4_2_1_1_1_1_4_2_1,2.888888889,2_1_2_1_1_3_9_6_1,2.444444444,4_1_1_2_1_2_7_3_1
volume_of_rectangular_boxes,area_of_triangles_1,4.571428571,6_6_5_3_5_4_6_5_4_4_3_4_6_3,4.428571429,2_8_6_6_5_1_6_4_2_5_7_4_2_4,4,7_3_3_4_7_2_3_5_3_6_2_4_6_1
volume_of_rectangular_boxes,areas_of_trapezoids,5.071428571,5_6_6_4_9_5_2_4_3_5_7_4_7_4,5.071428571,2_7_5_4_5_5_8_4_8_5_7_4_3_4,4.214285714,7_3_6_3_7_4_1_4_3_5_3_6_6_1
volume_of_rectangular_boxes,volume_of_triangular_prisms,6.214285714,7_7_5_8_9_5_4_6_4_4_7_6_7_8,6.785714286,7_8_8_6_5_7_6_7_8_7_7_7_6_6,3.928571429,3_3_5_4_4_6_4_2_4_3_3_3_7_4
volume_of_rectangular_boxes,area_of_squares_and_rectangles,6.5,6_7_7_7_9_6_9_7_8_4_4_7_6_4,2.571428571,2_2_4_3_5_2_4_3_1_2_2_2_3_1,6.714285714,7_9_7_8_7_8_9_7_8_7_7_3_6_1
volume_of_rectangular_boxes,area_1,6.428571429,6_8_7_6_9_6_8_7_8_4_4_6_7_4,2.428571429,2_1_4_2_5_1_4_2_2_2_3_2_3_1,7.214285714,8_9_7_7_7_7_9_9_7_8_8_8_6_1
new_definitions_2,new_definitions_1,7.7,3_7_9_9_9_9_8_6_9_8,3.2,3_2_3_2_5_4_2_3_4_4,7.9,7_7_9_9_9_8_8_6_7_9
new_definitions_2,linear_equations_3,5,6_6_7_2_6_7_3_7_3_3,2.5,3_1_2_1_3_4_2_2_4_3,4.8,3_8_8_1_7_6_3_7_3_2
new_definitions_2,negative_number_word_problems,2.1,3_2_3_1_2_1_1_2_3_3,2.1,1_2_2_1_4_1_3_2_4_1,2.5,2_8_4_1_3_1_1_1_3_1
time_units_transformation_3,time_units_transformation_2,7.181818182,6_9_4_5_8_7_7_9_8_7_9,4.272727273,8_5_2_2_4_5_6_6_1_4_4,6.636363636,7_9_8_7_8_6_5_4_4_7_8
time_units_transformation_3,time_units_transformation_1,8.181818182,9_9_9_7_9_5_7_9_9_9_8,4.909090909,5_5_5_5_5_5_5_5_5_5_4,7.090909091,9_9_5_5_9_5_7_5_8_8_8
time_units_transformation_3,division_3,4,6_3_1_2_1_5_2_2_8_7_7,4.272727273,3_4_2_3_4_5_5_9_5_3_4,4,6_2_2_2_1_5_3_2_7_7_7
time_units_transformation_3,time_word_problem_2,7.090909091,6_8_9_6_7_4_6_9_9_7_7,4.909090909,5_5_6_6_4_1_5_7_7_4_4,5.363636364,3_7_4_4_6_9_7_3_4_4_8
time_units_transformation_2,time_units_transformation_3,8.3,8_7_9_9_8_8_9_9_8_8,5.5,4_6_6_5_4_5_5_5_8_7,5.4,4_3_4_8_8_7_5_8_4_3
time_units_transformation_2,time_units_transformation_1,8.2,7_7_9_9_8_8_9_9_8_8,4.4,5_5_3_5_3_5_5_5_3_5,7.8,6_6_9_8_9_8_7_9_7_9
time_units_transformation_2,division_3,4.2,6_4_6_2_1_1_7_1_7_7,5.5,3_3_4_9_4_9_5_7_7_4,3.7,3_6_6_2_1_1_5_1_4_8
time_units_transformation_2,time_word_problem_2,6.2,4_8_8_7_4_7_2_6_9_7,5.1,1_7_7_5_4_5_8_7_3_4,4.3,4_2_3_6_4_4_3_2_8_7
time_units_transformation_1,time_units_transformation_3,8.846153846,9_8_9_9_9_9_9_9_8_9_9_9_9,5.230769231,6_5_5_6_5_5_5_5_5_5_6_5_5,6.846153846,4_8_9_5_4_9_9_9_9_6_4_8_5
time_units_transformation_1,division_word_problems_2,4.923076923,7_7_6_2_7_1_1_7_7_4_6_3_6,5.461538462,6_3_8_6_5_6_6_6_5_9_6_2_3,3.692307692,4_8_6_1_4_2_1_7_5_1_2_3_4
time_units_transformation_1,telling_time_comparing,8.153846154,8_8_9_8_8_8_8_9_8_9_8_7_8,5.615384615,6_7_5_5_5_6_6_5_5_7_5_5_6,4.923076923,3_4_9_7_3_8_5_3_8_2_3_6_3
time_units_transformation_1,multiplication_2,4.461538462,7_3_7_2_8_1_4_4_4_3_4_5_6,3.384615385,4_3_1_3_5_3_4_5_2_1_7_3_3,4.692307692,3_8_7_3_8_2_2_3_5_6_3_7_4
time_units_transformation_1,time_word_problem_2,7.153846154,7_7_7_7_7_7_7_7_8_9_8_5_7,5.538461538,7_5_6_6_6_6_5_3_4_9_6_5_4,5.076923077,3_3_8_5_3_6_4_4_8_1_7_6_8
number_line,decimals_on_the_number_line_1,8.7,9_8_9_9_9_8_9_9_9_8,4.7,7_2_1_5_5_6_5_5_5_6,6.1,2_9_8_6_8_4_9_3_8_4
number_line,addition_2,3.4,7_3_2_2_2_1_2_8_3_4,4.3,7_1_1_6_4_6_8_1_3_6,3.4,4_5_2_2_3_2_1_8_5_2
linear_equations_4,linear_equations_1,7.285714286,8_7_8_7_7_6_8,1.857142857,1_1_1_2_2_3_3,6.571428571,7_5_8_6_8_6_6
linear_equations_4,linear_equations_2,8.142857143,7_8_8_9_8_8_9,2.714285714,4_2_1_3_4_1_4,7.571428571,6_7_9_8_9_6_8
linear_equations_4,linear_equations_3,8.428571429,9_8_8_9_8_8_9,4.714285714,7_4_4_4_5_4_5,8.285714286,6_9_9_9_9_7_9
linear_equations_4,expressions_with_unknown_variables,3.571428571,4_1_6_2_1_4_7,5.571428571,3_8_7_6_6_6_3,3.714285714,5_1_3_3_1_4_9
linear_equations_4,subtraction_3,2.142857143,3_1_6_1_1_2_1,1.428571429,1_1_3_2_1_1_1,1.285714286,1_1_3_1_1_1_1
linear_equations_4,age_word_problems,5.428571429,4_3_7_6_5_7_6,5.857142857,7_7_4_7_7_6_3,5.428571429,5_2_7_4_5_7_8
linear_equations_4,mean_median_and_mode,1.571428571,2_1_2_1_1_2_2,1.857142857,1_1_2_3_1_4_1,1.428571429,2_1_1_1_1_2_2
number_properties_terminology_1,number_line_3,2.928571429,3_1_4_1_5_4_3_1_2_4_6_3_2_2,3.928571429,4_4_5_2_3_2_5_4_5_1_5_2_7_6,3.714285714,4_1_4_1_6_4_7_1_3_8_7_3_2_1
number_properties_terminology_1,division_4,2.5,3_1_2_1_4_4_2_1_3_3_6_3_1_1,5.571428571,3_4_9_3_3_3_5_8_6_8_5_8_8_5,2.714285714,6_1_1_1_5_6_3_1_2_2_7_1_1_1
number_properties_terminology_1,exponents_1,2.214285714,3_1_4_1_6_3_1_1_1_1_6_1_1_1,5.714285714,6_2_9_2_5_7_1_3_7_5_9_7_8_9,2.5,3_1_1_1_6_4_5_1_1_2_6_2_1_1
number_properties_terminology_1,multiplying_and_dividing_negative_numbers,3.642857143,3_1_2_1_5_3_2_1_4_9_7_4_6_3,3.785714286,3_3_5_2_4_1_5_4_5_1_5_7_2_6,3.642857143,4_1_2_1_6_6_3_1_3_9_7_3_2_3
number_properties_terminology_1,order_of_operations,5.571428571,4_4_2_4_7_8_4_3_8_8_6_6_7_7,5.357142857,4_6_3_8_6_5_3_6_6_3_4_7_8_6,4.5,5_2_3_1_7_8_4_4_7_7_7_3_1_4
ratio_word_problems,expressing_ratios_as_fractions,6.923076923,6_7_5_6_8_8_9_8_5_7_6_8_7,3.153846154,2_2_1_4_5_3_4_3_2_3_4_4_4,6.923076923,6_7_6_7_8_6_9_7_6_8_6_7_7
ratio_word_problems,proportions_1,6.769230769,3_7_8_4_9_7_7_9_6_8_5_8_7,3.307692308,3_2_1_2_4_7_1_2_6_4_3_5_3,6.538461538,4_8_8_3_8_4_7_9_6_9_4_7_8
ratio_word_problems,simplifying_fractions,4.692307692,4_6_2_2_7_4_4_6_6_3_4_6_7,2.153846154,1_2_1_1_5_1_1_2_3_2_3_4_2,4.461538462,2_8_1_3_7_3_3_6_7_4_4_6_4
ratio_word_problems,ratio_money,4.923076923,2_6_3_3_6_2_5_8_5_3_7_7_7,5.384615385,3_7_8_4_6_9_6_2_2_3_6_7_7,4.076923077,4_3_3_5_4_1_7_8_3_2_2_7_4
ratio_word_problems,rate_problems_0.5,5.923076923,3_7_6_4_9_4_6_7_6_9_7_3_6,3.461538462,1_2_1_3_5_1_4_3_5_5_6_5_4,5.153846154,3_8_2_4_9_2_7_8_4_8_3_4_5
adding_and_subtracting_decimals_word_problems,decimals_on_the_number_line_2,4.333333333,3_7_2_4_4_6,2.333333333,5_2_1_1_2_3,5.166666667,4_8_2_5_5_7
adding_and_subtracting_decimals_word_problems,subtracting_decimals_0.5,8.166666667,6_8_9_9_9_8,3.333333333,2_4_5_1_5_3,8,4_8_9_9_9_9
adding_and_subtracting_decimals_word_problems,subtracting_decimals,8.5,7_8_9_9_9_9,3.333333333,2_4_5_1_5_3,8.333333333,6_8_9_9_9_9
adding_and_subtracting_decimals_word_problems,estimation_with_decimals,4.833333333,4_4_3_7_3_8,5.833333333,3_6_7_6_7_6,4.166666667,5_4_2_4_5_5
adding_and_subtracting_decimals_word_problems,hundred_million_adding_and_subtracting,5.166666667,5_1_2_8_6_9,6.333333333,3_7_9_6_8_5,3,5_1_1_3_3_5
adding_and_subtracting_decimals_word_problems,time_word_problem_1,4.166666667,4_6_3_3_4_5,5,2_4_5_8_5_6,3.166666667,4_4_2_2_4_3
percentage_word_problems_2,converting_percents_to_decimals,5.928571429,4_2_4_7_8_4_5_6_6_7_9_7_6_8,2.142857143,4_1_3_1_1_2_1_1_2_1_5_3_2_3,6.857142857,7_3_7_7_5_6_8_5_8_9_9_7_7_8
percentage_word_problems_2,arithmetic_word_problems,5.357142857,6_7_6_7_2_3_5_3_3_8_8_6_4_7,3.071428571,4_3_3_1_1_3_2_2_2_1_5_5_7_4,5.357142857,7_6_6_7_1_6_8_2_3_9_9_6_2_3
percentage_word_problems_2,percentage_word_problems_1,7.857142857,8_8_6_9_9_9_9_9_4_9_7_9_6_8,3.428571429,3_3_3_5_2_5_1_1_5_1_5_5_4_5,8.357142857,8_7_7_9_9_9_9_9_8_9_8_8_8_9
multiplication_4,addition_4,3.166666667,2_2_4_3_4_4,2.333333333,1_2_2_3_4_2,2.833333333,2_2_4_3_4_2
multiplication_4,multiplying_decimals,7.666666667,8_8_8_8_6_8,7.166666667,8_5_8_8_7_7,4.666666667,7_8_6_2_2_3
multiplication_4,multiplication_3,8.166666667,9_9_9_9_5_8,5,5_5_5_5_5_5,7,9_9_9_5_5_5
multiplication_4,multiplication_2,7.833333333,8_9_9_7_6_8,3,1_4_1_4_4_4,7.333333333,8_9_8_4_6_9
multiplication_3,addition_4,3.625,4_3_3_2_3_5_6_3,2.375,2_2_2_2_3_3_2_3,5,5_3_2_6_6_6_8_4
multiplication_3,multiplication_1.5,7.75,8_8_6_8_9_7_8_8,2.125,2_3_2_1_4_2_1_2,8.625,9_7_8_9_9_9_9_9
multiplication_3,arithmetic_word_problems_2,5,5_4_4_4_7_2_6_8,2.5,1_2_3_6_3_2_1_2,5.125,4_4_4_4_7_3_9_6
multiplication_3,multiplication_2,8,8_8_8_8_8_8_8_8,2.25,2_3_2_1_3_2_2_3,8.125,9_7_9_8_7_9_8_8
multiplication_3,multiplication_4,8.875,9_8_9_9_9_9_9_9,5.25,5_5_6_5_5_5_5_6,6,9_5_4_5_8_9_5_3
multiplication_1,addition_2,3.666666667,2_3_6_4_5_4_1_4_4,3.666666667,1_5_2_4_1_5_5_4_6,4.333333333,3_2_4_6_4_7_2_6_5
multiplication_1,number_properties_terminology_1,1.555555556,1_2_3_1_1_1_1_3_1,5,1_5_7_6_1_5_5_6_9,2.222222222,2_2_3_1_3_3_1_4_1
multiplication_1,multiplication_1.5,8.444444444,8_9_9_8_9_8_8_9_8,7.222222222,7_9_7_6_9_7_6_6_8,3.666666667,4_2_3_6_4_2_6_4_2
multiplication_1,multiplication_0.5,9,9_9_9_9_9_9_9_9_9,4.444444444,5_5_1_5_5_5_5_5_4,8.777777778,8_9_8_9_9_9_9_9_9
multiplication_1,division_1,6.444444444,7_4_6_7_8_6_5_7_8,5.666666667,6_5_7_5_6_5_5_6_6,5.222222222,6_2_3_7_6_5_7_7_4
multiplication_1,arithmetic_reasoning,2.111111111,3_1_3_1_1_3_1_4_2,7.444444444,7_9_8_7_7_6_9_8_6,2.222222222,3_1_2_1_1_4_1_4_3
understanding_moving_the_decimal,distributive_property,2,3_1_3_1_2_1_3,4.571428571,1_5_6_6_5_4_5,2.142857143,2_1_3_1_4_1_3
understanding_moving_the_decimal,identifying_points_2,1.571428571,1_1_2_1_2_1_3,5.285714286,3_8_6_6_3_7_4,2.857142857,4_1_2_1_6_1_5
understanding_moving_the_decimal,multiplying_decimals,5.142857143,5_3_6_6_5_4_7,7,4_9_7_7_7_9_6,3.142857143,6_2_3_4_3_1_3
understanding_moving_the_decimal,volume_unit_conversion,4.857142857,5_3_4_6_7_1_8,6.428571429,2_7_8_7_6_8_7,2.857142857,6_1_2_2_5_1_3
understanding_moving_the_decimal,multiplying_fractions_word_problems,3.714285714,7_1_4_1_5_2_6,6.285714286,6_6_7_6_6_6_7,2.142857143,4_1_2_1_3_1_3
understanding_moving_the_decimal,integers_multiply_decimals,5.714285714,6_3_7_6_6_4_8,6.571428571,3_9_8_6_6_8_6,3.571428571,6_2_4_4_4_2_3
ordering_negative_numbers,number_line_2,3.7,1_9_1_4_7_1_7_1_2_4,2.5,3_3_1_2_4_1_2_3_4_2,4.2,3_7_1_8_5_2_9_2_2_3
ordering_negative_numbers,number_line_3,5.3,6_8_1_4_7_1_7_8_4_7,3.3,4_3_2_2_5_1_4_3_5_4,5.7,6_7_1_8_5_2_6_8_5_9
ordering_negative_numbers,subtracting_decimals,3.7,1_4_1_3_7_1_6_6_5_3,5.4,6_6_7_2_7_6_6_7_5_2,3.3,1_4_1_5_5_1_4_4_5_3
ordering_negative_numbers,adding_negative_numbers,5.2,4_7_2_4_8_5_6_6_4_6,3.9,4_6_1_2_5_4_5_4_4_4,5.4,4_4_1_8_7_6_6_7_4_7
divisibility,prime_factorization,6.272727273,3_7_8_8_3_9_7_4_6_5_9,2.818181818,2_1_2_3_2_1_5_4_3_4_4,6.636363636,3_6_8_8_4_9_7_6_7_6_9
divisibility,prime_numbers,5.454545455,4_7_4_6_2_9_7_4_3_6_8,2.363636364,2_2_1_3_1_1_2_4_2_4_4,7,4_6_9_7_3_9_8_7_9_6_9
divisibility,least_common_multiple_and_greatest_common_divisor_word_problems,6.909090909,7_7_8_8_5_9_6_4_8_5_9,6.181818182,8_6_7_3_6_9_7_6_5_4_7,5.727272727,7_7_3_8_6_1_8_6_8_6_3
divisibility,composite_numbers,6.090909091,6_6_8_7_4_8_6_4_4_6_8,2.818181818,3_2_2_3_2_1_5_4_1_4_4,6.545454545,4_5_8_8_3_9_6_6_8_6_9
fractions_on_the_number_line_3,converting_mixed_numbers_and_improper_fractions,6.214285714,6_2_7_7_6_2_8_3_8_8_9_6_7_8,4.642857143,4_1_6_3_6_6_4_8_2_1_6_7_7_4,5.857142857,7_2_7_7_3_3_7_2_8_9_9_7_2_9
fractions_on_the_number_line_3,decimals_on_the_number_line_2,7.714285714,7_9_6_8_9_9_9_9_6_9_6_7_7_7,4.928571429,3_5_3_8_5_5_5_5_2_8_5_5_5_5,6.857142857,8_5_7_7_9_9_7_9_7_2_9_7_5_5
fractions_on_the_number_line_3,fractions_on_the_number_line_2,8.428571429,8_9_7_8_9_9_9_9_9_9_9_7_7_9,5.428571429,3_5_7_5_5_5_5_5_5_9_5_5_7_5,6.785714286,4_5_8_8_9_9_9_9_9_1_9_8_2_5
corresponding_angles,congruent_angles,8.142857143,7_8_8_9_9_8_8,6.142857143,6_5_6_8_5_8_5,7.142857143,8_9_4_3_9_8_9
corresponding_angles,measuring_segments,1.142857143,1_1_1_1_1_1_2,4.285714286,6_2_4_5_5_6_2,1.428571429,1_1_1_1_1_4_1
corresponding_angles,alternate_interior_angles,7.142857143,7_8_8_9_8_2_8,5.285714286,5_6_6_5_5_5_5,7.857142857,9_8_7_9_9_4_9
corresponding_angles,segment_addition,1.285714286,1_1_1_1_1_1_3,6.857142857,9_7_4_7_8_7_6,1.428571429,1_1_1_1_1_3_2
corresponding_angles,same_side_interior_angles,7.428571429,7_7_9_6_8_7_8,5.857142857,8_6_5_5_5_7_5,7.571428571,8_8_7_8_9_4_9
areas_of_rhombi,congruent_triangles_1,3.727272727,1_6_1_7_5_2_6_6_2_2_3,2.636363636,1_3_3_2_2_4_7_2_1_3_1,4.272727273,1_6_1_8_5_1_3_7_8_4_3
areas_of_rhombi,angles_1,3,1_4_1_6_5_1_2_6_3_2_2,4.363636364,7_3_6_8_2_6_6_2_2_3_3,3.818181818,1_4_1_7_4_1_4_7_7_4_2
areas_of_rhombi,areas_of_kites,7.909090909,9_9_9_8_7_8_6_9_7_7_8,4.363636364,5_5_5_2_3_5_5_5_5_3_5,7.363636364,9_5_9_8_8_9_5_5_8_7_8
areas_of_rhombi,solid_geometry,3.818181818,1_6_3_7_3_2_2_6_2_4_6,6.454545455,7_4_9_8_3_8_8_7_9_3_5,3.454545455,1_6_2_2_4_3_2_2_2_6_8
areas_of_rhombi,angles_2,2.363636364,1_3_1_3_3_1_1_4_2_3_4,4.090909091,3_3_6_3_2_6_8_4_3_4_3,4.181818182,4_6_1_4_4_1_2_8_8_3_5
subtracting_fractions_with_common_denominators,recognizing_fractions,6.5,6_9_5_7_7_7_3_6_7_8,1.6,1_1_2_1_2_1_1_2_3_2,7.1,6_9_7_9_6_6_8_7_7_6
subtracting_fractions_with_common_denominators,subtracting_fractions,7.7,9_9_8_6_7_6_8_6_9_9,7.1,6_6_8_8_6_9_7_7_5_9,3.8,4_3_6_1_4_5_2_3_9_1
subtracting_fractions_with_common_denominators,adding_fractions_with_common_denominators,8.5,9_7_9_8_8_9_9_8_9_9,5,5_5_5_5_5_5_5_5_5_5,8,9_7_9_5_7_9_7_9_9_9
subtracting_fractions_with_common_denominators,properties_of_numbers_2,3.7,4_3_4_3_6_3_4_4_3_3,2.1,1_3_3_2_2_1_1_1_4_3,4.6,4_7_3_6_5_2_7_2_5_5
subtracting_fractions_with_common_denominators,order_of_operations,4.9,1_6_5_6_7_4_3_4_7_6,6.6,8_5_7_7_7_7_6_7_5_7,3.3,1_6_2_2_4_3_3_4_6_2
rate_problems_1,midpoint_formula,2.7,1_1_3_1_4_1_6_2_4_4,2.5,1_3_1_1_8_2_1_3_3_2,2.5,1_1_2_1_3_2_3_4_7_1
rate_problems_1,rate_problems_2,6.6,6_8_3_5_9_6_9_7_4_9,3.6,1_2_3_1_4_1_6_5_6_7,5.7,6_7_5_5_9_5_5_6_6_3
rate_problems_1,rate_problems_0.5,6.6,6_8_3_5_9_6_9_7_4_9,1.4,2_1_1_1_1_1_1_2_2_2,6.9,6_7_4_4_9_7_7_8_8_9
rate_problems_1,speed_equal_to_distance_divide_time,7,9_7_4_6_9_8_9_7_3_8,2.9,5_2_3_2_1_1_2_2_7_4,7.5,9_7_6_7_9_9_6_7_6_9
metric_weight_unit_selection,metric_weight_unit_word_problem,3.714285714,2_1_7_5_2_2_7,6.857142857,8_8_7_8_8_2_7,3.714285714,3_1_5_2_8_3_4
metric_weight_unit_selection,metric_weight_unit_conversion,5.714285714,2_5_7_8_4_7_7,6,7_7_6_5_4_7_6,3.714285714,2_1_4_7_6_3_3
metric_weight_unit_selection,rounding_numbers,2.714285714,1_1_5_1_3_4_4,4.571428571,1_5_5_6_7_2_6,3.285714286,3_1_5_1_3_6_4
metric_weight_unit_selection,significant_figures_1,2.857142857,2_5_3_1_2_4_3,5.285714286,1_5_7_8_5_6_5,3.857142857,3_5_3_1_5_5_5
the_fundamental_theorem_of_arithmetic,prime_factorization,7.533333333,8_9_7_6_8_8_9_9_7_7_9_7_9_8_2,4.666666667,5_4_5_7_4_5_5_5_1_5_5_5_7_5_2,6.533333333,8_9_5_7_8_8_9_5_8_3_9_7_2_7_3
the_fundamental_theorem_of_arithmetic,greatest_common_divisor,5.666666667,6_5_5_6_8_7_2_7_5_4_8_6_9_5_2,4.533333333,4_4_5_3_4_6_2_4_5_6_6_4_6_7_2,4.533333333,6_7_5_7_5_6_2_3_4_4_3_6_3_6_1
the_fundamental_theorem_of_arithmetic,prime_numbers,6.8,7_8_7_7_7_2_9_8_6_8_8_7_8_7_3,3.266666667,5_6_3_3_2_1_1_5_1_5_1_3_4_7_2,6.2,6_8_7_7_7_3_9_3_7_4_9_7_6_6_4
the_fundamental_theorem_of_arithmetic,composite_numbers,6.666666667,6_8_6_6_7_3_9_7_7_8_8_7_8_8_2,3.866666667,5_5_4_3_3_2_1_7_2_5_1_5_7_6_2,5.6,6_8_6_7_6_4_9_3_6_4_9_6_2_7_1
alternate_exterior_angles_2,same_side_interior_angles_2,7.615384615,7_9_8_8_6_9_6_8_9_7_7_7_8,4.923076923,5_5_5_5_6_5_5_5_5_5_5_3_5,7.538461538,6_9_9_8_7_9_7_9_5_8_6_6_9
alternate_exterior_angles_2,congruent_angles,7.076923077,5_3_9_7_7_9_7_8_9_8_7_6_7,4,3_1_5_7_6_5_2_2_7_5_6_2_1,5.769230769,8_1_9_3_8_9_7_9_4_7_3_6_1
alternate_exterior_angles_2,alternate_interior_angles,8.230769231,8_9_9_8_7_9_9_9_9_8_7_8_7,3.769230769,3_5_1_3_4_5_5_3_5_5_5_4_1,7.230769231,8_9_8_8_8_9_9_9_5_7_5_8_1
alternate_exterior_angles_2,parallel_lines_2,7.615384615,7_8_8_7_7_9_7_7_9_7_7_8_8,4.538461538,5_5_2_5_6_1_5_5_5_5_5_5_5,7.461538462,7_9_8_5_7_9_8_9_6_8_7_6_8
alternate_exterior_angles_2,corresponding_angles_2,7.923076923,7_8_8_8_8_9_8_8_9_8_6_8_8,4.923076923,5_5_4_5_5_5_5_5_5_5_5_5_5,7.692307692,8_9_9_6_8_8_8_9_5_8_5_8_9
areas_of_circles_and_sectors,perimeter_of_combined_shapes,2.555555556,2_4_1_3_1_4_1_3_4,2.333333333,1_4_1_5_3_2_1_3_1,3.555555556,2_5_2_5_1_6_1_7_3
